Date,Campaign,Channel,Age_Group,Gender,Location,Customer_Type,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue
2026-06-01 07:24:28.373674,Diwali Campaign,Email,25-34,Other,Chennai,Returning,46109,3703,626,154,30500,358499.63
2026-06-01 09:09:19.551910,Monsoon Offer,YouTube,18-24,Other,Pune,New,91604,8541,2832,497,16856,1026350.29
2026-06-01 10:54:10.730146,Summer Sale,Email,55+,Other,Ahmedabad,New,81086,4918,1073,104,20004,204069.85
2026-06-01 12:39:01.908381,Festival Campaign,Instagram,25-34,Other,Nagpur,Returning,35443,799,246,65,41958,138548.94
2026-06-01 14:23:53.086617,Product Launch,Email,35-44,Female,Jaipur,Returning,125155,7538,1856,554,12823,1350078.94
2026-06-01 16:08:44.264852,Clearance Sale,Google Ads,35-44,Other,Ahmedabad,New,140560,11150,2561,461,47366,1092962.9
2026-06-01 17:53:35.443088,Summer Sale,Google Ads,18-24,Male,Pune,Returning,72358,5402,1427,274,34609,209196.54
2026-06-01 19:38:26.621324,Product Launch,Google Ads,35-44,Female,Ahmedabad,New,97825,7508,2245,218,45797,306854.1
2026-06-01 21:23:17.799559,Winter Sale,YouTube,35-44,Female,Delhi,Returning,109385,3842,975,160,7935,185586.85
2026-06-01 23:08:08.977795,Summer Sale,Google Ads,25-34,Male,Delhi,Returning,72280,1202,354,57,33514,105199.01
2026-06-02 00:53:00.156031,Monsoon Offer,YouTube,55+,Male,Jaipur,New,46852,1096,144,42,12752,27448.69
2026-06-02 02:37:51.334266,Product Launch,YouTube,45-54,Other,Jaipur,Returning,55021,5281,818,184,19270,442733.46
2026-06-02 04:22:42.512502,Winter Sale,Email,35-44,Male,Jaipur,Returning,115932,7560,1073,270,42481,206905.95
2026-06-02 06:07:33.690738,Festival Campaign,Instagram,35-44,Female,Bangalore,New,16195,1222,361,39,25458,45961.7
2026-06-02 07:52:24.868973,Clearance Sale,Email,45-54,Female,Kolkata,New,87674,7970,822,141,26065,346416.38
2026-06-02 09:37:16.047209,Winter Sale,Email,35-44,Female,Ahmedabad,New,36719,3185,939,114,44003,71694.6
2026-06-02 11:22:07.225445,Diwali Campaign,YouTube,25-34,Other,Hyderabad,New,108576,3219,595,160,48652,344080.43
2026-06-02 13:06:58.403680,New Year Offer,YouTube,25-34,Other,Mumbai,New,58450,889,90,10,31693,28111.96
2026-06-02 14:51:49.581916,Winter Sale,Google Ads,45-54,Male,Jaipur,New,30028,2800,544,96,19237,196233.08
2026-06-02 16:36:40.760152,Winter Sale,Google Ads,35-44,Other,Chennai,Returning,26192,2575,414,38,31897,86702.46
2026-06-02 18:21:31.938387,Clearance Sale,Email,35-44,Other,Delhi,New,93636,5717,1371,300,23853,744200.15
2026-06-02 20:06:23.116623,New Year Offer,Facebook,55+,Female,Delhi,New,81812,7359,1527,284,36795,299794.89
2026-06-02 21:51:14.294858,Diwali Campaign,Facebook,35-44,Female,Nagpur,New,37551,1158,185,35,12024,68334.34
2026-06-02 23:36:05.473094,Product Launch,Google Ads,25-34,Male,Mumbai,Returning,130920,2617,818,83,14585,105629.27
2026-06-03 01:20:56.651330,Product Launch,Facebook,18-24,Female,Ahmedabad,New,71444,3928,745,143,17092,160694.6
2026-06-03 03:05:47.829565,Winter Sale,Google Ads,18-24,Other,Pune,New,23654,1963,406,82,48427,80453.57
2026-06-03 04:50:39.007801,Monsoon Offer,YouTube,18-24,Male,Mumbai,Returning,10203,703,216,63,10800,123705.32
2026-06-03 06:35:30.186037,Monsoon Offer,Email,18-24,Male,Kolkata,Returning,126284,8506,885,77,20772,191447.4
2026-06-03 08:20:21.364272,New Year Offer,Instagram,35-44,Female,Jaipur,New,82150,950,176,49,10672,131796.41
2026-06-03 10:05:12.542508,New Year Offer,Email,35-44,Female,Chennai,Returning,137812,5316,1003,186,41200,292292.46
2026-06-03 11:50:03.720744,Diwali Campaign,Google Ads,55+,Female,Ahmedabad,Returning,116154,10982,2348,296,45229,423945.26
2026-06-03 13:34:54.898979,Clearance Sale,Google Ads,35-44,Male,Ahmedabad,New,146400,3233,351,79,29364,175243.11
2026-06-03 15:19:46.077215,Festival Campaign,Email,18-24,Female,Jaipur,New,138062,10406,1120,217,11043,531844.89
2026-06-03 17:04:37.255451,Product Launch,Google Ads,45-54,Other,Kolkata,New,69199,5420,1042,135,8192,152995.28
2026-06-03 18:49:28.433686,Clearance Sale,Facebook,45-54,Male,Jaipur,Returning,67039,5091,452,98,22217,121836.27
2026-06-03 20:34:19.611922,Summer Sale,Facebook,25-34,Female,Jaipur,New,87232,8639,1285,236,43463,432702.06
2026-06-03 22:19:10.790158,Product Launch,Google Ads,25-34,Other,Mumbai,Returning,111683,5229,702,162,38829,260976.2
2026-06-04 00:04:01.968393,Clearance Sale,Google Ads,35-44,Other,Chennai,New,60750,4337,920,213,42796,482331.97
2026-06-04 01:48:53.146629,Product Launch,Facebook,45-54,Female,Ahmedabad,Returning,26119,716,59,10,30368,17612.12
2026-06-04 03:33:44.324864,Festival Campaign,Google Ads,18-24,Other,Nagpur,New,34017,1563,410,68,48621,52971.85
2026-06-04 05:18:35.503100,Summer Sale,Google Ads,18-24,Male,Jaipur,Returning,31497,1708,531,49,22627,44829.27
2026-06-04 07:03:26.681336,Monsoon Offer,Email,18-24,Male,Bangalore,New,13372,392,106,19,48357,52340.67
2026-06-04 08:48:17.859571,Monsoon Offer,Instagram,35-44,Other,Pune,New,98683,9040,2719,362,10657,386795.52
2026-06-04 10:33:09.037807,Festival Campaign,Facebook,35-44,Male,Jaipur,New,27453,2044,518,47,37492,29385.12
2026-06-04 12:18:00.216043,Diwali Campaign,Email,55+,Female,Jaipur,Returning,122716,4361,946,144,12125,335323.64
2026-06-04 14:02:51.394278,Summer Sale,Instagram,18-24,Other,Ahmedabad,Returning,61928,1371,190,18,36322,39780.5
2026-06-04 15:47:42.572514,Winter Sale,Google Ads,18-24,Male,Delhi,New,43960,1578,245,50,27579,100009.5
2026-06-04 17:32:33.750750,Clearance Sale,Google Ads,35-44,Female,Hyderabad,Returning,27197,1796,297,56,37052,98315.86
2026-06-04 19:17:24.928985,Summer Sale,Email,35-44,Female,Pune,New,109456,9235,833,211,15260,616953.64
2026-06-04 21:02:16.107221,Diwali Campaign,Google Ads,55+,Male,Delhi,Returning,142955,7903,2580,358,24360,286249.9
2026-06-04 22:47:07.285457,Diwali Campaign,YouTube,55+,Other,Mumbai,New,26651,512,165,26,18929,46160.58
2026-06-05 00:31:58.463692,Festival Campaign,Email,25-34,Female,Bangalore,Returning,12812,415,45,10,47580,19101.12
2026-06-05 02:16:49.641928,Product Launch,Instagram,45-54,Female,Hyderabad,Returning,105981,4351,1002,299,32081,166313.46
2026-06-05 04:01:40.820164,Summer Sale,Email,18-24,Female,Pune,Returning,16562,1113,229,63,49826,96388.81
2026-06-05 05:46:31.998399,Clearance Sale,Facebook,18-24,Female,Delhi,Returning,80713,2598,687,133,33984,326781.71
2026-06-05 07:31:23.176635,Summer Sale,Email,55+,Other,Chennai,Returning,30469,946,229,52,9158,87242.84
2026-06-05 09:16:14.354870,New Year Offer,Google Ads,55+,Male,Chennai,New,127538,4560,517,101,27663,271507.81
2026-06-05 11:01:05.533106,Product Launch,Google Ads,25-34,Male,Kolkata,Returning,106765,6761,1745,306,15386,646271.18
2026-06-05 12:45:56.711342,Clearance Sale,YouTube,45-54,Male,Jaipur,Returning,103523,5625,1374,291,24487,702827.1
2026-06-05 14:30:47.889577,Monsoon Offer,YouTube,25-34,Female,Bangalore,Returning,98641,8458,1889,311,29216,780983.31
2026-06-05 16:15:39.067813,Clearance Sale,YouTube,45-54,Other,Hyderabad,Returning,92969,6769,1276,180,3216,400275.11
2026-06-05 18:00:30.246049,Winter Sale,Instagram,18-24,Male,Pune,New,28217,1975,667,156,42321,370258.46
2026-06-05 19:45:21.424284,Festival Campaign,YouTube,25-34,Other,Chennai,Returning,106844,2555,790,214,44150,478991.14
2026-06-05 21:30:12.602520,Winter Sale,Instagram,55+,Male,Bangalore,Returning,94895,1420,337,48,32910,90055.65
2026-06-05 23:15:03.780756,Clearance Sale,YouTube,25-34,Female,Hyderabad,New,83497,4667,381,89,40480,170553.58
2026-06-06 00:59:54.958991,Product Launch,Instagram,25-34,Male,Kolkata,New,17186,282,55,9,10194,8772.41
2026-06-06 02:44:46.137227,Summer Sale,Email,18-24,Female,Chennai,Returning,148578,6353,1709,250,36973,642149.52
2026-06-06 04:29:37.315463,Monsoon Offer,Email,55+,Female,Ahmedabad,New,105761,1306,145,31,38410,39690.64
2026-06-06 06:14:28.493698,Summer Sale,Google Ads,55+,Male,Chennai,Returning,134272,3479,660,189,47190,347635.68
2026-06-06 07:59:19.671934,Product Launch,Instagram,35-44,Other,Nagpur,Returning,17791,354,46,7,25757,7867.05
2026-06-06 09:44:10.850170,Clearance Sale,Facebook,35-44,Female,Ahmedabad,New,103133,8466,1450,358,30423,801799.16
2026-06-06 11:29:02.028405,Diwali Campaign,Google Ads,35-44,Other,Bangalore,Returning,82306,3387,295,44,15817,129268.58
2026-06-06 13:13:53.206641,Summer Sale,Email,18-24,Male,Kolkata,New,19893,340,38,9,39123,22543.66
2026-06-06 14:58:44.384876,Diwali Campaign,Instagram,25-34,Female,Delhi,New,99854,3384,686,169,31742,346067.84
2026-06-06 16:43:35.563112,Summer Sale,YouTube,55+,Other,Mumbai,Returning,115469,8250,2660,660,49294,1266385.78
2026-06-06 18:28:26.741348,Summer Sale,Facebook,55+,Female,Jaipur,Returning,134858,10398,2209,661,37932,1139847.0
2026-06-06 20:13:17.919583,Monsoon Offer,Email,25-34,Male,Jaipur,New,112809,2345,474,52,35867,52646.29
2026-06-06 21:58:09.097819,Festival Campaign,Google Ads,55+,Female,Chennai,Returning,33631,2692,787,130,19983,178103.27
2026-06-06 23:43:00.276055,Festival Campaign,Instagram,25-34,Male,Pune,New,15807,685,104,22,28435,33351.67
2026-06-07 01:27:51.454290,New Year Offer,Facebook,18-24,Other,Ahmedabad,New,140184,9973,1053,221,25168,632374.41
2026-06-07 03:12:42.632526,Winter Sale,Instagram,18-24,Female,Nagpur,New,21908,1543,210,52,9438,81325.77
2026-06-07 04:57:33.810762,Product Launch,YouTube,18-24,Other,Chennai,New,71716,5839,1714,154,32676,302683.29
2026-06-07 06:42:24.988997,Product Launch,Google Ads,25-34,Male,Kolkata,Returning,40432,2941,772,181,47851,507897.1
2026-06-07 08:27:16.167233,Product Launch,Instagram,25-34,Male,Mumbai,Returning,110458,1490,156,37,30257,66454.44
2026-06-07 10:12:07.345469,New Year Offer,Email,45-54,Other,Delhi,Returning,104101,5908,1536,143,41610,161393.3
2026-06-07 11:56:58.523704,Festival Campaign,Google Ads,55+,Other,Mumbai,Returning,117494,2932,972,192,18939,278882.93
2026-06-07 13:41:49.701940,Clearance Sale,Email,55+,Male,Nagpur,Returning,35790,3482,320,42,26564,60431.62
2026-06-07 15:26:40.880176,Diwali Campaign,Instagram,45-54,Other,Mumbai,Returning,145097,4791,1180,302,46200,690611.76
2026-06-07 17:11:32.058411,Monsoon Offer,Google Ads,45-54,Male,Mumbai,New,47924,2291,417,37,43510,45891.17
2026-06-07 18:56:23.236647,Diwali Campaign,Email,18-24,Other,Bangalore,Returning,57196,1584,341,38,39678,88377.41
2026-06-07 20:41:14.414882,Clearance Sale,YouTube,45-54,Male,Kolkata,New,113116,2501,556,57,14773,155217.09
2026-06-07 22:26:05.593118,Monsoon Offer,YouTube,25-34,Male,Kolkata,New,149722,9594,2764,260,45136,348447.46
2026-06-08 00:10:56.771354,New Year Offer,Instagram,35-44,Female,Hyderabad,New,58826,3199,737,156,16334,130783.03
2026-06-08 01:55:47.949589,Clearance Sale,Google Ads,25-34,Male,Chennai,Returning,67970,2971,713,193,31701,404602.47
2026-06-08 03:40:39.127825,Product Launch,Facebook,45-54,Male,Pune,New,143528,2538,431,82,14632,114975.17
2026-06-08 05:25:30.306061,Winter Sale,Google Ads,55+,Female,Hyderabad,Returning,37892,2888,329,41,25204,75233.58
2026-06-08 07:10:21.484296,Summer Sale,YouTube,25-34,Female,Kolkata,New,27740,292,77,11,16932,22939.55
2026-06-08 08:55:12.662532,Diwali Campaign,Email,55+,Other,Jaipur,Returning,21788,1115,89,14,4376,21271.0
2026-06-08 10:40:03.840768,Festival Campaign,Facebook,25-34,Other,Chennai,Returning,99381,6651,1122,201,28147,565158.96
2026-06-08 12:24:55.019003,Festival Campaign,Instagram,55+,Male,Nagpur,Returning,122569,5976,829,143,15353,214362.24
2026-06-08 14:09:46.197239,New Year Offer,Facebook,25-34,Other,Bangalore,Returning,149223,3187,589,134,14916,169970.4
2026-06-08 15:54:37.375475,Monsoon Offer,Instagram,55+,Other,Delhi,Returning,36515,2922,479,74,24043,200849.92
2026-06-08 17:39:28.553710,Festival Campaign,Facebook,35-44,Male,Jaipur,New,65674,2571,694,156,44139,131157.67
2026-06-08 19:24:19.731946,Product Launch,Instagram,18-24,Female,Kolkata,Returning,57767,1278,192,38,34263,30799.85
2026-06-08 21:09:10.910182,Diwali Campaign,Instagram,25-34,Female,Chennai,Returning,125737,7484,1731,156,3725,442922.3
2026-06-08 22:54:02.088417,Clearance Sale,Facebook,35-44,Male,Kolkata,New,49644,582,118,33,9269,33739.89
2026-06-09 00:38:53.266653,Product Launch,Facebook,18-24,Male,Ahmedabad,Returning,48741,1908,565,67,34962,58363.27
2026-06-09 02:23:44.444888,New Year Offer,Instagram,25-34,Male,Hyderabad,Returning,75121,5826,1139,204,46978,374935.84
2026-06-09 04:08:35.623124,Product Launch,YouTube,35-44,Male,Delhi,Returning,149128,13741,4304,1241,20589,765661.22
2026-06-09 05:53:26.801360,Clearance Sale,Facebook,35-44,Male,Delhi,Returning,96549,6107,488,65,31543,133252.44
2026-06-09 07:38:17.979595,Winter Sale,Google Ads,35-44,Male,Pune,Returning,34660,1025,249,21,35411,34278.87
2026-06-09 09:23:09.157831,New Year Offer,Email,45-54,Other,Ahmedabad,New,12639,376,31,5,49023,10505.15
2026-06-09 11:08:00.336067,Winter Sale,Instagram,55+,Other,Mumbai,Returning,96856,6232,1699,219,33385,264955.45
2026-06-09 12:52:51.514302,Summer Sale,Instagram,18-24,Other,Ahmedabad,New,82009,3822,548,114,9673,315059.58
2026-06-09 14:37:42.692538,Winter Sale,Email,55+,Female,Delhi,Returning,20622,535,97,25,25156,29411.29
2026-06-09 16:22:33.870774,Summer Sale,YouTube,55+,Male,Jaipur,New,128192,10366,1894,364,32856,762183.86
2026-06-09 18:07:25.049009,Summer Sale,Email,55+,Male,Pune,New,28808,807,248,55,17222,157450.13
2026-06-09 19:52:16.227245,Winter Sale,Facebook,35-44,Other,Nagpur,New,140473,5471,588,133,41910,199769.09
2026-06-09 21:37:07.405481,New Year Offer,Email,55+,Female,Jaipur,Returning,32951,511,132,34,38749,30721.25
2026-06-09 23:21:58.583716,Monsoon Offer,Instagram,45-54,Other,Chennai,Returning,126909,9280,3201,740,31421,496507.58
2026-06-10 01:06:49.761952,Clearance Sale,Email,25-34,Male,Mumbai,New,131522,4573,393,115,48612,334367.67
2026-06-10 02:51:40.940188,Product Launch,Google Ads,35-44,Male,Hyderabad,Returning,141469,4379,1492,269,24690,648089.25
2026-06-10 04:36:32.118423,Product Launch,Facebook,18-24,Other,Nagpur,Returning,24665,920,78,7,35097,19581.66
2026-06-10 06:21:23.296659,Clearance Sale,Email,25-34,Other,Jaipur,New,24560,2177,668,111,39214,249426.17
2026-06-10 08:06:14.474894,Diwali Campaign,Instagram,25-34,Male,Chennai,Returning,36376,2059,699,185,29066,250882.43
2026-06-10 09:51:05.653130,Diwali Campaign,Facebook,25-34,Other,Kolkata,New,108042,2615,910,99,38056,79946.61
2026-06-10 11:35:56.831366,Summer Sale,Instagram,55+,Male,Bangalore,Returning,118304,9429,1923,465,25240,1312819.22
2026-06-10 13:20:48.009601,Summer Sale,YouTube,55+,Other,Mumbai,New,28328,814,255,50,11239,86202.38
2026-06-10 15:05:39.187837,New Year Offer,Google Ads,35-44,Female,Hyderabad,Returning,130087,6130,692,192,7008,286324.32
2026-06-10 16:50:30.366073,Festival Campaign,YouTube,55+,Male,Pune,Returning,58998,3606,702,169,18954,328617.15
2026-06-10 18:35:21.544308,Winter Sale,Google Ads,55+,Female,Ahmedabad,New,129292,8093,1320,297,43039,227620.3
2026-06-10 20:20:12.722544,Summer Sale,Email,55+,Other,Bangalore,New,74853,1213,226,62,28038,78926.59
2026-06-10 22:05:03.900780,Product Launch,Facebook,35-44,Female,Mumbai,Returning,112304,9580,2582,722,8193,1512366.37
2026-06-10 23:49:55.079015,New Year Offer,Email,35-44,Other,Nagpur,New,60217,3200,331,54,10734,40516.6
2026-06-11 01:34:46.257251,Winter Sale,Google Ads,45-54,Female,Kolkata,New,76139,7540,2635,748,27305,626903.96
2026-06-11 03:19:37.435487,New Year Offer,Google Ads,45-54,Female,Pune,New,81831,6102,1534,141,39308,250482.22
2026-06-11 05:04:28.613722,Winter Sale,Google Ads,45-54,Female,Delhi,New,17103,1698,536,132,33539,271740.85
2026-06-11 06:49:19.791958,Winter Sale,Instagram,45-54,Male,Jaipur,New,24546,1247,379,58,44993,56115.25
2026-06-11 08:34:10.970194,Clearance Sale,Facebook,25-34,Female,Jaipur,Returning,28228,639,183,34,28163,19812.19
2026-06-11 10:19:02.148429,Summer Sale,Email,25-34,Other,Pune,New,10046,758,68,17,43193,49230.59
2026-06-11 12:03:53.326665,Monsoon Offer,Email,45-54,Other,Delhi,New,76355,6108,1340,294,41520,167207.1
2026-06-11 13:48:44.504900,New Year Offer,YouTube,45-54,Male,Jaipur,New,142152,12332,2079,375,26360,189423.79
2026-06-11 15:33:35.683136,Monsoon Offer,Google Ads,18-24,Male,Mumbai,New,125965,4677,516,59,38542,77192.73
2026-06-11 17:18:26.861372,New Year Offer,Google Ads,25-34,Other,Pune,Returning,87462,4894,844,241,36243,254528.03
2026-06-11 19:03:18.039607,Clearance Sale,Google Ads,18-24,Female,Pune,New,25930,2260,574,87,23724,168255.03
2026-06-11 20:48:09.217843,Product Launch,Email,18-24,Other,Nagpur,Returning,123476,10844,1542,157,13931,429476.98
2026-06-11 22:33:00.396079,Monsoon Offer,YouTube,55+,Male,Delhi,Returning,90823,1118,223,45,23967,76624.61
2026-06-12 00:17:51.574314,Product Launch,Instagram,35-44,Male,Nagpur,New,110521,7778,1471,249,30476,605880.0
2026-06-12 02:02:42.752550,Diwali Campaign,Facebook,25-34,Other,Delhi,New,88880,5701,536,112,45785,310583.57
2026-06-12 03:47:33.930786,Summer Sale,Instagram,45-54,Female,Nagpur,Returning,17293,302,75,9,32424,8761.49
2026-06-12 05:32:25.109021,Summer Sale,Email,45-54,Female,Pune,Returning,78542,7360,1818,296,47716,509350.06
2026-06-12 07:17:16.287257,Festival Campaign,Google Ads,35-44,Male,Ahmedabad,Returning,70528,3532,1204,353,8023,743126.77
2026-06-12 09:02:07.465493,Clearance Sale,Facebook,25-34,Other,Ahmedabad,New,118885,8403,1348,385,32700,511937.62
2026-06-12 10:46:58.643728,Product Launch,Email,45-54,Other,Ahmedabad,Returning,64669,5784,1116,301,41349,707163.46
2026-06-12 12:31:49.821964,Winter Sale,Email,45-54,Male,Pune,New,27602,599,113,28,41253,63372.05
2026-06-12 14:16:41.000200,New Year Offer,Email,55+,Other,Jaipur,Returning,19952,1736,569,65,39334,100927.82
2026-06-12 16:01:32.178435,Summer Sale,Facebook,18-24,Male,Kolkata,Returning,51684,3885,739,135,25744,97184.39
2026-06-12 17:46:23.356671,Monsoon Offer,Facebook,45-54,Female,Hyderabad,New,126032,10783,2151,516,49293,272923.73
2026-06-12 19:31:14.534906,New Year Offer,YouTube,25-34,Female,Kolkata,New,42905,2339,346,47,49014,66898.57
2026-06-12 21:16:05.713142,New Year Offer,YouTube,35-44,Other,Ahmedabad,Returning,63602,827,66,5,20732,3525.86
2026-06-12 23:00:56.891378,Festival Campaign,Instagram,55+,Female,Jaipur,New,23381,1644,180,30,38125,73621.83
2026-06-13 00:45:48.069613,Product Launch,Facebook,25-34,Female,Pune,New,38130,1666,449,77,13277,102857.71
2026-06-13 02:30:39.247849,Summer Sale,Facebook,55+,Male,Chennai,Returning,40415,1867,493,46,8000,99601.3
2026-06-13 04:15:30.426085,New Year Offer,Facebook,18-24,Male,Jaipur,New,94679,4706,786,118,32756,161181.8
2026-06-13 06:00:21.604320,Summer Sale,YouTube,45-54,Other,Chennai,New,125458,6820,1416,399,40982,993448.57
2026-06-13 07:45:12.782556,Winter Sale,Email,25-34,Male,Pune,Returning,141460,9841,1577,212,16859,576858.62
2026-06-13 09:30:03.960792,Festival Campaign,Google Ads,35-44,Other,Mumbai,Returning,87652,6609,1832,375,14734,972669.51
2026-06-13 11:14:55.139027,Winter Sale,YouTube,18-24,Other,Delhi,New,74333,5940,1826,342,21830,585224.9
2026-06-13 12:59:46.317263,Summer Sale,Facebook,18-24,Male,Hyderabad,New,120930,8518,2749,741,12792,526020.36
2026-06-13 14:44:37.495499,Diwali Campaign,YouTube,55+,Female,Kolkata,New,14852,1222,155,34,22461,48595.44
2026-06-13 16:29:28.673734,Monsoon Offer,Instagram,18-24,Female,Nagpur,Returning,149699,3142,840,96,25439,149869.44
2026-06-13 18:14:19.851970,Summer Sale,Facebook,25-34,Female,Nagpur,Returning,110286,9408,3198,356,11098,1032626.07
2026-06-13 19:59:11.030206,Product Launch,Instagram,55+,Female,Delhi,New,123120,5522,1411,285,13428,545416.83
2026-06-13 21:44:02.208441,New Year Offer,Facebook,18-24,Other,Jaipur,New,86596,4987,871,78,45646,163965.02
2026-06-13 23:28:53.386677,New Year Offer,YouTube,35-44,Female,Nagpur,New,136697,6703,1687,281,24139,689857.52
2026-06-14 01:13:44.564912,Winter Sale,Email,25-34,Other,Bangalore,Returning,18209,961,255,42,15315,80661.26
2026-06-14 02:58:35.743148,Monsoon Offer,Google Ads,35-44,Male,Nagpur,Returning,63482,2265,424,52,37769,103803.0
2026-06-14 04:43:26.921384,Festival Campaign,Instagram,35-44,Male,Pune,New,48197,1219,131,19,11326,21153.07
2026-06-14 06:28:18.099619,Diwali Campaign,YouTube,55+,Other,Delhi,New,87694,1704,415,63,37557,40771.49
2026-06-14 08:13:09.277855,Clearance Sale,Email,45-54,Female,Hyderabad,New,127458,6452,1913,157,31976,361643.96
2026-06-14 09:58:00.456091,Monsoon Offer,YouTube,55+,Other,Delhi,New,129614,2757,963,247,46502,647562.8
2026-06-14 11:42:51.634326,New Year Offer,Instagram,25-34,Female,Hyderabad,Returning,99484,3188,447,129,16011,197370.06
2026-06-14 13:27:42.812562,Product Launch,Google Ads,25-34,Female,Bangalore,New,22705,500,134,19,14543,35573.44
2026-06-14 15:12:33.990798,Monsoon Offer,YouTube,55+,Other,Nagpur,New,63832,1265,110,11,10062,13950.34
2026-06-14 16:57:25.169033,Winter Sale,Facebook,45-54,Other,Delhi,Returning,97367,8706,2976,862,32563,1401225.38
2026-06-14 18:42:16.347269,Winter Sale,Email,55+,Female,Chennai,New,64612,4565,380,92,35580,94044.64
2026-06-14 20:27:07.525505,Clearance Sale,YouTube,25-34,Other,Ahmedabad,New,119165,11098,1962,541,14866,1298246.91
2026-06-14 22:11:58.703740,Product Launch,Email,45-54,Female,Bangalore,New,83501,5674,570,90,13219,155680.15
2026-06-14 23:56:49.881976,Festival Campaign,Facebook,25-34,Other,Jaipur,New,20248,1740,430,80,44787,149431.31
2026-06-15 01:41:41.060212,Monsoon Offer,Google Ads,45-54,Male,Chennai,New,56988,3417,586,166,10986,98391.55
2026-06-15 03:26:32.238447,Product Launch,Google Ads,45-54,Female,Hyderabad,New,99169,5120,1422,257,12535,528390.97
2026-06-15 05:11:23.416683,Festival Campaign,Facebook,55+,Male,Delhi,Returning,105039,6046,1277,290,26657,291925.46
2026-06-15 06:56:14.594918,Product Launch,Email,55+,Other,Hyderabad,New,17461,677,130,30,42164,43754.6
2026-06-15 08:41:05.773154,Product Launch,YouTube,55+,Male,Hyderabad,Returning,29870,2067,359,94,22511,143988.19
2026-06-15 10:25:56.951390,Summer Sale,Facebook,45-54,Other,Bangalore,Returning,23410,2124,219,64,26455,103797.22
2026-06-15 12:10:48.129625,Winter Sale,Instagram,45-54,Female,Chennai,Returning,97721,7857,1063,163,27982,174180.33
2026-06-15 13:55:39.307861,Monsoon Offer,Email,25-34,Other,Delhi,Returning,29133,1502,379,50,41344,131263.78
2026-06-15 15:40:30.486097,Product Launch,Google Ads,35-44,Other,Nagpur,New,99705,9556,2046,198,16788,310785.82
2026-06-15 17:25:21.664332,Monsoon Offer,Facebook,55+,Female,Mumbai,New,33359,3292,325,87,45330,176639.24
2026-06-15 19:10:12.842568,Clearance Sale,Google Ads,25-34,Other,Kolkata,New,37400,2033,461,66,44445,134299.7
2026-06-15 20:55:04.020804,Product Launch,Email,25-34,Female,Kolkata,New,44173,3879,367,33,26380,66576.24
2026-06-15 22:39:55.199039,New Year Offer,Google Ads,18-24,Other,Bangalore,Returning,21179,220,47,12,36130,22779.54
2026-06-16 00:24:46.377275,Winter Sale,Facebook,55+,Female,Jaipur,Returning,111879,1789,609,117,11133,299118.03
2026-06-16 02:09:37.555511,New Year Offer,Email,25-34,Male,Pune,Returning,45495,546,88,23,6801,58225.52
2026-06-16 03:54:28.733746,Monsoon Offer,Instagram,18-24,Other,Mumbai,New,16487,1312,361,72,3211,111086.02
2026-06-16 05:39:19.911982,Monsoon Offer,Facebook,55+,Other,Delhi,Returning,24760,425,119,17,7796,35523.46
2026-06-16 07:24:11.090218,Winter Sale,YouTube,45-54,Other,Kolkata,New,137600,1587,300,32,43782,24226.34
2026-06-16 09:09:02.268453,Monsoon Offer,Facebook,18-24,Female,Jaipur,Returning,101975,2372,569,100,26404,72693.17
2026-06-16 10:53:53.446689,New Year Offer,Email,45-54,Other,Pune,New,102465,3849,798,68,5661,115585.79
2026-06-16 12:38:44.624924,Product Launch,Facebook,35-44,Female,Chennai,Returning,39403,2041,319,67,29036,184284.17
2026-06-16 14:23:35.803160,Product Launch,Instagram,35-44,Other,Delhi,Returning,125625,1995,566,98,15430,208249.93
2026-06-16 16:08:26.981396,Summer Sale,Instagram,35-44,Male,Hyderabad,New,118576,6510,1756,195,14548,423743.01
2026-06-16 17:53:18.159631,Clearance Sale,YouTube,35-44,Other,Jaipur,Returning,11755,379,122,23,20477,20566.22
2026-06-16 19:38:09.337867,Monsoon Offer,Google Ads,25-34,Male,Delhi,Returning,138500,4805,1186,303,49927,494878.12
2026-06-16 21:23:00.516103,New Year Offer,Email,35-44,Female,Mumbai,New,81352,6831,1263,371,10744,557233.6
2026-06-16 23:07:51.694338,Monsoon Offer,Email,25-34,Male,Hyderabad,Returning,125891,12440,3393,665,45693,1634201.5
2026-06-17 00:52:42.872574,Monsoon Offer,Google Ads,25-34,Other,Mumbai,Returning,86759,4489,1109,120,37319,101347.23
2026-06-17 02:37:34.050810,Festival Campaign,Instagram,55+,Other,Ahmedabad,Returning,122133,4758,1172,302,12525,558089.21
2026-06-17 04:22:25.229045,Summer Sale,Instagram,25-34,Female,Kolkata,Returning,17688,1659,513,119,12056,330627.07
2026-06-17 06:07:16.407281,New Year Offer,Facebook,25-34,Other,Pune,New,79282,4363,1421,411,28862,1122502.54
2026-06-17 07:52:07.585517,New Year Offer,YouTube,35-44,Other,Jaipur,New,58443,4425,569,112,23539,294654.39
2026-06-17 09:36:58.763752,Monsoon Offer,YouTube,25-34,Female,Hyderabad,Returning,129086,6097,1004,159,7617,228556.66
2026-06-17 11:21:49.941988,Summer Sale,YouTube,45-54,Female,Kolkata,New,46397,1309,334,97,37311,276716.92
2026-06-17 13:06:41.120224,Product Launch,Facebook,35-44,Male,Bangalore,Returning,83302,5742,1323,262,8721,658471.83
