Date,Campaign,Channel,Age_Group,Gender,Location,Customer_Type,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue,CTR,Lead_Rate,Conversion_Rate,CPC,CPA,ROAS,ROI,Month,Month_Number
2026-06-08 07:10:21.484296,Summer Sale,YouTube,25-34,Female,Kolkata,New,27740,292,77,11,16932,22939.55,1.05,26.37,3.77,57.99,1539.27,1.35,35.48,June,6
2026-06-08 08:55:12.662532,Diwali Campaign,Email,55+,Other,Jaipur,Returning,21788,1115,89,14,4376,21271.0,5.12,7.98,1.26,3.92,312.57,4.86,386.08,June,6
2026-06-08 10:40:03.840768,Festival Campaign,Facebook,25-34,Other,Chennai,Returning,99381,6651,1122,201,28147,565158.96,6.69,16.87,3.02,4.23,140.03,20.08,1907.88,June,6
2026-06-08 12:24:55.019003,Festival Campaign,Instagram,55+,Male,Nagpur,Returning,122569,5976,829,143,15353,214362.24,4.88,13.87,2.39,2.57,107.36,13.96,1296.22,June,6
2026-06-08 14:09:46.197239,New Year Offer,Facebook,25-34,Other,Bangalore,Returning,149223,3187,589,134,14916,169970.4,2.14,18.48,4.2,4.68,111.31,11.4,1039.52,June,6
2026-06-08 15:54:37.375475,Monsoon Offer,Instagram,55+,Other,Delhi,Returning,36515,2922,479,74,24043,200849.92,8.0,16.39,2.53,8.23,324.91,8.35,735.38,June,6
2026-06-08 17:39:28.553710,Festival Campaign,Facebook,35-44,Male,Jaipur,New,65674,2571,694,156,44139,131157.67,3.91,26.99,6.07,17.17,282.94,2.97,197.15,June,6
2026-06-08 19:24:19.731946,Product Launch,Instagram,18-24,Female,Kolkata,Returning,57767,1278,192,38,34263,30799.85,2.21,15.02,2.97,26.81,901.66,0.9,-10.11,June,6
2026-06-08 21:09:10.910182,Diwali Campaign,Instagram,25-34,Female,Chennai,Returning,125737,7484,1731,156,3725,442922.3,5.95,23.13,2.08,0.5,23.88,118.91,11790.53,June,6
2026-06-08 22:54:02.088417,Clearance Sale,Facebook,35-44,Male,Kolkata,New,49644,582,118,33,9269,33739.89,1.17,20.27,5.67,15.93,280.88,3.64,264.01,June,6
2026-06-09 00:38:53.266653,Product Launch,Facebook,18-24,Male,Ahmedabad,Returning,48741,1908,565,67,34962,58363.27,3.91,29.61,3.51,18.32,521.82,1.67,66.93,June,6
2026-06-09 02:23:44.444888,New Year Offer,Instagram,25-34,Male,Hyderabad,Returning,75121,5826,1139,204,46978,374935.84,7.76,19.55,3.5,8.06,230.28,7.98,698.11,June,6
2026-06-09 04:08:35.623124,Product Launch,YouTube,35-44,Male,Delhi,Returning,149128,13741,4304,1241,20589,765661.22,9.21,31.32,9.03,1.5,16.59,37.19,3618.79,June,6
2026-06-09 05:53:26.801360,Clearance Sale,Facebook,35-44,Male,Delhi,Returning,96549,6107,488,65,31543,133252.44,6.33,7.99,1.06,5.17,485.28,4.22,322.45,June,6
2026-06-09 07:38:17.979595,Winter Sale,Google Ads,35-44,Male,Pune,Returning,34660,1025,249,21,35411,34278.87,2.96,24.29,2.05,34.55,1686.24,0.97,-3.2,June,6
2026-06-09 09:23:09.157831,New Year Offer,Email,45-54,Other,Ahmedabad,New,12639,376,31,5,49023,10505.15,2.97,8.24,1.33,130.38,9804.6,0.21,-78.57,June,6
2026-06-09 11:08:00.336067,Winter Sale,Instagram,55+,Other,Mumbai,Returning,96856,6232,1699,219,33385,264955.45,6.43,27.26,3.51,5.36,152.44,7.94,693.64,June,6
2026-06-09 12:52:51.514302,Summer Sale,Instagram,18-24,Other,Ahmedabad,New,82009,3822,548,114,9673,315059.58,4.66,14.34,2.98,2.53,84.85,32.57,3157.1,June,6
2026-06-09 14:37:42.692538,Winter Sale,Email,55+,Female,Delhi,Returning,20622,535,97,25,25156,29411.29,2.59,18.13,4.67,47.02,1006.24,1.17,16.92,June,6
2026-06-09 16:22:33.870774,Summer Sale,YouTube,55+,Male,Jaipur,New,128192,10366,1894,364,32856,762183.86,8.09,18.27,3.51,3.17,90.26,23.2,2219.77,June,6
2026-06-09 18:07:25.049009,Summer Sale,Email,55+,Male,Pune,New,28808,807,248,55,17222,157450.13,2.8,30.73,6.82,21.34,313.13,9.14,814.24,June,6
2026-06-09 19:52:16.227245,Winter Sale,Facebook,35-44,Other,Nagpur,New,140473,5471,588,133,41910,199769.09,3.89,10.75,2.43,7.66,315.11,4.77,376.66,June,6
2026-06-09 21:37:07.405481,New Year Offer,Email,55+,Female,Jaipur,Returning,32951,511,132,34,38749,30721.25,1.55,25.83,6.65,75.83,1139.68,0.79,-20.72,June,6
2026-06-09 23:21:58.583716,Monsoon Offer,Instagram,45-54,Other,Chennai,Returning,126909,9280,3201,740,31421,496507.58,7.31,34.49,7.97,3.39,42.46,15.8,1480.18,June,6
2026-06-10 01:06:49.761952,Clearance Sale,Email,25-34,Male,Mumbai,New,131522,4573,393,115,48612,334367.67,3.48,8.59,2.51,10.63,422.71,6.88,587.83,June,6
2026-06-10 02:51:40.940188,Product Launch,Google Ads,35-44,Male,Hyderabad,Returning,141469,4379,1492,269,24690,648089.25,3.1,34.07,6.14,5.64,91.78,26.25,2524.91,June,6
2026-06-10 04:36:32.118423,Product Launch,Facebook,18-24,Other,Nagpur,Returning,24665,920,78,7,35097,19581.66,3.73,8.48,0.76,38.15,5013.86,0.56,-44.21,June,6
2026-06-10 06:21:23.296659,Clearance Sale,Email,25-34,Other,Jaipur,New,24560,2177,668,111,39214,249426.17,8.86,30.68,5.1,18.01,353.28,6.36,536.06,June,6
2026-06-10 08:06:14.474894,Diwali Campaign,Instagram,25-34,Male,Chennai,Returning,36376,2059,699,185,29066,250882.43,5.66,33.95,8.98,14.12,157.11,8.63,763.15,June,6
2026-06-10 09:51:05.653130,Diwali Campaign,Facebook,25-34,Other,Kolkata,New,108042,2615,910,99,38056,79946.61,2.42,34.8,3.79,14.55,384.4,2.1,110.08,June,6
2026-06-10 11:35:56.831366,Summer Sale,Instagram,55+,Male,Bangalore,Returning,118304,9429,1923,465,25240,1312819.22,7.97,20.39,4.93,2.68,54.28,52.01,5101.34,June,6
2026-06-10 13:20:48.009601,Summer Sale,YouTube,55+,Other,Mumbai,New,28328,814,255,50,11239,86202.38,2.87,31.33,6.14,13.81,224.78,7.67,666.99,June,6
2026-06-10 15:05:39.187837,New Year Offer,Google Ads,35-44,Female,Hyderabad,Returning,130087,6130,692,192,7008,286324.32,4.71,11.29,3.13,1.14,36.5,40.86,3985.68,June,6
2026-06-10 16:50:30.366073,Festival Campaign,YouTube,55+,Male,Pune,Returning,58998,3606,702,169,18954,328617.15,6.11,19.47,4.69,5.26,112.15,17.34,1633.76,June,6
2026-06-10 18:35:21.544308,Winter Sale,Google Ads,55+,Female,Ahmedabad,New,129292,8093,1320,297,43039,227620.3,6.26,16.31,3.67,5.32,144.91,5.29,428.87,June,6
2026-06-10 20:20:12.722544,Summer Sale,Email,55+,Other,Bangalore,New,74853,1213,226,62,28038,78926.59,1.62,18.63,5.11,23.11,452.23,2.81,181.5,June,6
2026-06-10 22:05:03.900780,Product Launch,Facebook,35-44,Female,Mumbai,Returning,112304,9580,2582,722,8193,1512366.37,8.53,26.95,7.54,0.86,11.35,184.59,18359.25,June,6
2026-06-10 23:49:55.079015,New Year Offer,Email,35-44,Other,Nagpur,New,60217,3200,331,54,10734,40516.6,5.31,10.34,1.69,3.35,198.78,3.77,277.46,June,6
2026-06-11 01:34:46.257251,Winter Sale,Google Ads,45-54,Female,Kolkata,New,76139,7540,2635,748,27305,626903.96,9.9,34.95,9.92,3.62,36.5,22.96,2195.93,June,6
2026-06-11 03:19:37.435487,New Year Offer,Google Ads,45-54,Female,Pune,New,81831,6102,1534,141,39308,250482.22,7.46,25.14,2.31,6.44,278.78,6.37,537.23,June,6
2026-06-11 05:04:28.613722,Winter Sale,Google Ads,45-54,Female,Delhi,New,17103,1698,536,132,33539,271740.85,9.93,31.57,7.77,19.75,254.08,8.1,710.22,June,6
2026-06-11 06:49:19.791958,Winter Sale,Instagram,45-54,Male,Jaipur,New,24546,1247,379,58,44993,56115.25,5.08,30.39,4.65,36.08,775.74,1.25,24.72,June,6
2026-06-11 08:34:10.970194,Clearance Sale,Facebook,25-34,Female,Jaipur,Returning,28228,639,183,34,28163,19812.19,2.26,28.64,5.32,44.07,828.32,0.7,-29.65,June,6
2026-06-11 10:19:02.148429,Summer Sale,Email,25-34,Other,Pune,New,10046,758,68,17,43193,49230.59,7.55,8.97,2.24,56.98,2540.76,1.14,13.98,June,6
2026-06-11 12:03:53.326665,Monsoon Offer,Email,45-54,Other,Delhi,New,76355,6108,1340,294,41520,167207.1,8.0,21.94,4.81,6.8,141.22,4.03,302.71,June,6
2026-06-11 13:48:44.504900,New Year Offer,YouTube,45-54,Male,Jaipur,New,142152,12332,2079,375,26360,189423.79,8.68,16.86,3.04,2.14,70.29,7.19,618.6,June,6
2026-06-11 15:33:35.683136,Monsoon Offer,Google Ads,18-24,Male,Mumbai,New,125965,4677,516,59,38542,77192.73,3.71,11.03,1.26,8.24,653.25,2.0,100.28,June,6
2026-06-11 17:18:26.861372,New Year Offer,Google Ads,25-34,Other,Pune,Returning,87462,4894,844,241,36243,254528.03,5.6,17.25,4.92,7.41,150.39,7.02,602.28,June,6
2026-06-11 19:03:18.039607,Clearance Sale,Google Ads,18-24,Female,Pune,New,25930,2260,574,87,23724,168255.03,8.72,25.4,3.85,10.5,272.69,7.09,609.22,June,6
2026-06-11 20:48:09.217843,Product Launch,Email,18-24,Other,Nagpur,Returning,123476,10844,1542,157,13931,429476.98,8.78,14.22,1.45,1.28,88.73,30.83,2982.89,June,6
2026-06-11 22:33:00.396079,Monsoon Offer,YouTube,55+,Male,Delhi,Returning,90823,1118,223,45,23967,76624.61,1.23,19.95,4.03,21.44,532.6,3.2,219.71,June,6
2026-06-12 00:17:51.574314,Product Launch,Instagram,35-44,Male,Nagpur,New,110521,7778,1471,249,30476,605880.0,7.04,18.91,3.2,3.92,122.39,19.88,1888.06,June,6
2026-06-12 02:02:42.752550,Diwali Campaign,Facebook,25-34,Other,Delhi,New,88880,5701,536,112,45785,310583.57,6.41,9.4,1.96,8.03,408.79,6.78,578.35,June,6
2026-06-12 03:47:33.930786,Summer Sale,Instagram,45-54,Female,Nagpur,Returning,17293,302,75,9,32424,8761.49,1.75,24.83,2.98,107.36,3602.67,0.27,-72.98,June,6
2026-06-12 05:32:25.109021,Summer Sale,Email,45-54,Female,Pune,Returning,78542,7360,1818,296,47716,509350.06,9.37,24.7,4.02,6.48,161.2,10.67,967.46,June,6
2026-06-12 07:17:16.287257,Festival Campaign,Google Ads,35-44,Male,Ahmedabad,Returning,70528,3532,1204,353,8023,743126.77,5.01,34.09,9.99,2.27,22.73,92.62,9162.46,June,6
2026-06-12 09:02:07.465493,Clearance Sale,Facebook,25-34,Other,Ahmedabad,New,118885,8403,1348,385,32700,511937.62,7.07,16.04,4.58,3.89,84.94,15.66,1465.56,June,6
2026-06-12 10:46:58.643728,Product Launch,Email,45-54,Other,Ahmedabad,Returning,64669,5784,1116,301,41349,707163.46,8.94,19.29,5.2,7.15,137.37,17.1,1610.23,June,6
2026-06-12 12:31:49.821964,Winter Sale,Email,45-54,Male,Pune,New,27602,599,113,28,41253,63372.05,2.17,18.86,4.67,68.87,1473.32,1.54,53.62,June,6
2026-06-12 14:16:41.000200,New Year Offer,Email,55+,Other,Jaipur,Returning,19952,1736,569,65,39334,100927.82,8.7,32.78,3.74,22.66,605.14,2.57,156.59,June,6
2026-06-12 16:01:32.178435,Summer Sale,Facebook,18-24,Male,Kolkata,Returning,51684,3885,739,135,25744,97184.39,7.52,19.02,3.47,6.63,190.7,3.78,277.5,June,6
2026-06-12 17:46:23.356671,Monsoon Offer,Facebook,45-54,Female,Hyderabad,New,126032,10783,2151,516,49293,272923.73,8.56,19.95,4.79,4.57,95.53,5.54,453.68,June,6
2026-06-12 19:31:14.534906,New Year Offer,YouTube,25-34,Female,Kolkata,New,42905,2339,346,47,49014,66898.57,5.45,14.79,2.01,20.96,1042.85,1.36,36.49,June,6
2026-06-12 21:16:05.713142,New Year Offer,YouTube,35-44,Other,Ahmedabad,Returning,63602,827,66,5,20732,3525.86,1.3,7.98,0.6,25.07,4146.4,0.17,-82.99,June,6
2026-06-12 23:00:56.891378,Festival Campaign,Instagram,55+,Female,Jaipur,New,23381,1644,180,30,38125,73621.83,7.03,10.95,1.82,23.19,1270.83,1.93,93.11,June,6
2026-06-13 00:45:48.069613,Product Launch,Facebook,25-34,Female,Pune,New,38130,1666,449,77,13277,102857.71,4.37,26.95,4.62,7.97,172.43,7.75,674.71,June,6
2026-06-13 02:30:39.247849,Summer Sale,Facebook,55+,Male,Chennai,Returning,40415,1867,493,46,8000,99601.3,4.62,26.41,2.46,4.28,173.91,12.45,1145.02,June,6
2026-06-13 04:15:30.426085,New Year Offer,Facebook,18-24,Male,Jaipur,New,94679,4706,786,118,32756,161181.8,4.97,16.7,2.51,6.96,277.59,4.92,392.07,June,6
2026-06-13 06:00:21.604320,Summer Sale,YouTube,45-54,Other,Chennai,New,125458,6820,1416,399,40982,993448.57,5.44,20.76,5.85,6.01,102.71,24.24,2324.11,June,6
2026-06-13 07:45:12.782556,Winter Sale,Email,25-34,Male,Pune,Returning,141460,9841,1577,212,16859,576858.62,6.96,16.02,2.15,1.71,79.52,34.22,3321.67,June,6
2026-06-13 09:30:03.960792,Festival Campaign,Google Ads,35-44,Other,Mumbai,Returning,87652,6609,1832,375,14734,972669.51,7.54,27.72,5.67,2.23,39.29,66.02,6501.53,June,6
2026-06-13 11:14:55.139027,Winter Sale,YouTube,18-24,Other,Delhi,New,74333,5940,1826,342,21830,585224.9,7.99,30.74,5.76,3.68,63.83,26.81,2580.83,June,6
2026-06-13 12:59:46.317263,Summer Sale,Facebook,18-24,Male,Hyderabad,New,120930,8518,2749,741,12792,526020.36,7.04,32.27,8.7,1.5,17.26,41.12,4012.1,June,6
2026-06-13 14:44:37.495499,Diwali Campaign,YouTube,55+,Female,Kolkata,New,14852,1222,155,34,22461,48595.44,8.23,12.68,2.78,18.38,660.62,2.16,116.35,June,6
2026-06-13 16:29:28.673734,Monsoon Offer,Instagram,18-24,Female,Nagpur,Returning,149699,3142,840,96,25439,149869.44,2.1,26.73,3.06,8.1,264.99,5.89,489.13,June,6
2026-06-13 18:14:19.851970,Summer Sale,Facebook,25-34,Female,Nagpur,Returning,110286,9408,3198,356,11098,1032626.07,8.53,33.99,3.78,1.18,31.17,93.05,9204.61,June,6
2026-06-13 19:59:11.030206,Product Launch,Instagram,55+,Female,Delhi,New,123120,5522,1411,285,13428,545416.83,4.49,25.55,5.16,2.43,47.12,40.62,3961.79,June,6
2026-06-13 21:44:02.208441,New Year Offer,Facebook,18-24,Other,Jaipur,New,86596,4987,871,78,45646,163965.02,5.76,17.47,1.56,9.15,585.21,3.59,259.21,June,6
2026-06-13 23:28:53.386677,New Year Offer,YouTube,35-44,Female,Nagpur,New,136697,6703,1687,281,24139,689857.52,4.9,25.17,4.19,3.6,85.9,28.58,2757.85,June,6
2026-06-14 01:13:44.564912,Winter Sale,Email,25-34,Other,Bangalore,Returning,18209,961,255,42,15315,80661.26,5.28,26.53,4.37,15.94,364.64,5.27,426.68,June,6
2026-06-14 02:58:35.743148,Monsoon Offer,Google Ads,35-44,Male,Nagpur,Returning,63482,2265,424,52,37769,103803.0,3.57,18.72,2.3,16.68,726.33,2.75,174.84,June,6
2026-06-14 04:43:26.921384,Festival Campaign,Instagram,35-44,Male,Pune,New,48197,1219,131,19,11326,21153.07,2.53,10.75,1.56,9.29,596.11,1.87,86.77,June,6
2026-06-14 06:28:18.099619,Diwali Campaign,YouTube,55+,Other,Delhi,New,87694,1704,415,63,37557,40771.49,1.94,24.35,3.7,22.04,596.14,1.09,8.56,June,6
2026-06-14 08:13:09.277855,Clearance Sale,Email,45-54,Female,Hyderabad,New,127458,6452,1913,157,31976,361643.96,5.06,29.65,2.43,4.96,203.67,11.31,1030.99,June,6
2026-06-14 09:58:00.456091,Monsoon Offer,YouTube,55+,Other,Delhi,New,129614,2757,963,247,46502,647562.8,2.13,34.93,8.96,16.87,188.27,13.93,1292.55,June,6
2026-06-14 11:42:51.634326,New Year Offer,Instagram,25-34,Female,Hyderabad,Returning,99484,3188,447,129,16011,197370.06,3.2,14.02,4.05,5.02,124.12,12.33,1132.72,June,6
2026-06-14 13:27:42.812562,Product Launch,Google Ads,25-34,Female,Bangalore,New,22705,500,134,19,14543,35573.44,2.2,26.8,3.8,29.09,765.42,2.45,144.61,June,6
2026-06-14 15:12:33.990798,Monsoon Offer,YouTube,55+,Other,Nagpur,New,63832,1265,110,11,10062,13950.34,1.98,8.7,0.87,7.95,914.73,1.39,38.64,June,6
2026-06-14 16:57:25.169033,Winter Sale,Facebook,45-54,Other,Delhi,Returning,97367,8706,2976,862,32563,1401225.38,8.94,34.18,9.9,3.74,37.78,43.03,4203.12,June,6
2026-06-14 18:42:16.347269,Winter Sale,Email,55+,Female,Chennai,New,64612,4565,380,92,35580,94044.64,7.07,8.32,2.02,7.79,386.74,2.64,164.32,June,6
2026-06-14 20:27:07.525505,Clearance Sale,YouTube,25-34,Other,Ahmedabad,New,119165,11098,1962,541,14866,1298246.91,9.31,17.68,4.87,1.34,27.48,87.33,8632.99,June,6
2026-06-14 22:11:58.703740,Product Launch,Email,45-54,Female,Bangalore,New,83501,5674,570,90,13219,155680.15,6.8,10.05,1.59,2.33,146.88,11.78,1077.7,June,6
2026-06-14 23:56:49.881976,Festival Campaign,Facebook,25-34,Other,Jaipur,New,20248,1740,430,80,44787,149431.31,8.59,24.71,4.6,25.74,559.84,3.34,233.65,June,6
2026-06-15 01:41:41.060212,Monsoon Offer,Google Ads,45-54,Male,Chennai,New,56988,3417,586,166,10986,98391.55,6.0,17.15,4.86,3.22,66.18,8.96,795.61,June,6
2026-06-15 03:26:32.238447,Product Launch,Google Ads,45-54,Female,Hyderabad,New,99169,5120,1422,257,12535,528390.97,5.16,27.77,5.02,2.45,48.77,42.15,4115.32,June,6
2026-06-15 05:11:23.416683,Festival Campaign,Facebook,55+,Male,Delhi,Returning,105039,6046,1277,290,26657,291925.46,5.76,21.12,4.8,4.41,91.92,10.95,995.12,June,6
2026-06-15 06:56:14.594918,Product Launch,Email,55+,Other,Hyderabad,New,17461,677,130,30,42164,43754.6,3.88,19.2,4.43,62.28,1405.47,1.04,3.77,June,6
2026-06-15 08:41:05.773154,Product Launch,YouTube,55+,Male,Hyderabad,Returning,29870,2067,359,94,22511,143988.19,6.92,17.37,4.55,10.89,239.48,6.4,539.63,June,6
2026-06-15 10:25:56.951390,Summer Sale,Facebook,45-54,Other,Bangalore,Returning,23410,2124,219,64,26455,103797.22,9.07,10.31,3.01,12.46,413.36,3.92,292.35,June,6
2026-06-15 12:10:48.129625,Winter Sale,Instagram,45-54,Female,Chennai,Returning,97721,7857,1063,163,27982,174180.33,8.04,13.53,2.07,3.56,171.67,6.22,522.47,June,6
2026-06-15 13:55:39.307861,Monsoon Offer,Email,25-34,Other,Delhi,Returning,29133,1502,379,50,41344,131263.78,5.16,25.23,3.33,27.53,826.88,3.17,217.49,June,6
2026-06-15 15:40:30.486097,Product Launch,Google Ads,35-44,Other,Nagpur,New,99705,9556,2046,198,16788,310785.82,9.58,21.41,2.07,1.76,84.79,18.51,1751.24,June,6
2026-06-15 17:25:21.664332,Monsoon Offer,Facebook,55+,Female,Mumbai,New,33359,3292,325,87,45330,176639.24,9.87,9.87,2.64,13.77,521.03,3.9,289.67,June,6
2026-06-15 19:10:12.842568,Clearance Sale,Google Ads,25-34,Other,Kolkata,New,37400,2033,461,66,44445,134299.7,5.44,22.68,3.25,21.86,673.41,3.02,202.17,June,6
2026-06-15 20:55:04.020804,Product Launch,Email,25-34,Female,Kolkata,New,44173,3879,367,33,26380,66576.24,8.78,9.46,0.85,6.8,799.39,2.52,152.37,June,6
2026-06-15 22:39:55.199039,New Year Offer,Google Ads,18-24,Other,Bangalore,Returning,21179,220,47,12,36130,22779.54,1.04,21.36,5.45,164.23,3010.83,0.63,-36.95,June,6
2026-06-16 00:24:46.377275,Winter Sale,Facebook,55+,Female,Jaipur,Returning,111879,1789,609,117,11133,299118.03,1.6,34.04,6.54,6.22,95.15,26.87,2586.77,June,6
2026-06-16 02:09:37.555511,New Year Offer,Email,25-34,Male,Pune,Returning,45495,546,88,23,6801,58225.52,1.2,16.12,4.21,12.46,295.7,8.56,756.13,June,6
2026-06-16 03:54:28.733746,Monsoon Offer,Instagram,18-24,Other,Mumbai,New,16487,1312,361,72,3211,111086.02,7.96,27.52,5.49,2.45,44.6,34.6,3359.55,June,6
2026-06-16 05:39:19.911982,Monsoon Offer,Facebook,55+,Other,Delhi,Returning,24760,425,119,17,7796,35523.46,1.72,28.0,4.0,18.34,458.59,4.56,355.66,June,6
2026-06-16 07:24:11.090218,Winter Sale,YouTube,45-54,Other,Kolkata,New,137600,1587,300,32,43782,24226.34,1.15,18.9,2.02,27.59,1368.19,0.55,-44.67,June,6
2026-06-16 09:09:02.268453,Monsoon Offer,Facebook,18-24,Female,Jaipur,Returning,101975,2372,569,100,26404,72693.17,2.33,23.99,4.22,11.13,264.04,2.75,175.31,June,6
2026-06-16 10:53:53.446689,New Year Offer,Email,45-54,Other,Pune,New,102465,3849,798,68,5661,115585.79,3.76,20.73,1.77,1.47,83.25,20.42,1941.79,June,6
2026-06-16 12:38:44.624924,Product Launch,Facebook,35-44,Female,Chennai,Returning,39403,2041,319,67,29036,184284.17,5.18,15.63,3.28,14.23,433.37,6.35,534.67,June,6
2026-06-16 14:23:35.803160,Product Launch,Instagram,35-44,Other,Delhi,Returning,125625,1995,566,98,15430,208249.93,1.59,28.37,4.91,7.73,157.45,13.5,1249.64,June,6
2026-06-16 16:08:26.981396,Summer Sale,Instagram,35-44,Male,Hyderabad,New,118576,6510,1756,195,14548,423743.01,5.49,26.97,3.0,2.23,74.61,29.13,2812.72,June,6
2026-06-16 17:53:18.159631,Clearance Sale,YouTube,35-44,Other,Jaipur,Returning,11755,379,122,23,20477,20566.22,3.22,32.19,6.07,54.03,890.3,1.0,0.44,June,6
2026-06-16 19:38:09.337867,Monsoon Offer,Google Ads,25-34,Male,Delhi,Returning,138500,4805,1186,303,49927,494878.12,3.47,24.68,6.31,10.39,164.78,9.91,891.2,June,6
2026-06-16 21:23:00.516103,New Year Offer,Email,35-44,Female,Mumbai,New,81352,6831,1263,371,10744,557233.6,8.4,18.49,5.43,1.57,28.96,51.86,5086.46,June,6
2026-06-16 23:07:51.694338,Monsoon Offer,Email,25-34,Male,Hyderabad,Returning,125891,12440,3393,665,45693,1634201.5,9.88,27.27,5.35,3.67,68.71,35.76,3476.48,June,6
2026-06-17 00:52:42.872574,Monsoon Offer,Google Ads,25-34,Other,Mumbai,Returning,86759,4489,1109,120,37319,101347.23,5.17,24.7,2.67,8.31,310.99,2.72,171.57,June,6
2026-06-17 02:37:34.050810,Festival Campaign,Instagram,55+,Other,Ahmedabad,Returning,122133,4758,1172,302,12525,558089.21,3.9,24.63,6.35,2.63,41.47,44.56,4355.8,June,6
2026-06-17 04:22:25.229045,Summer Sale,Instagram,25-34,Female,Kolkata,Returning,17688,1659,513,119,12056,330627.07,9.38,30.92,7.17,7.27,101.31,27.42,2642.43,June,6
2026-06-17 06:07:16.407281,New Year Offer,Facebook,25-34,Other,Pune,New,79282,4363,1421,411,28862,1122502.54,5.5,32.57,9.42,6.62,70.22,38.89,3789.21,June,6
2026-06-17 07:52:07.585517,New Year Offer,YouTube,35-44,Other,Jaipur,New,58443,4425,569,112,23539,294654.39,7.57,12.86,2.53,5.32,210.17,12.52,1151.77,June,6
2026-06-17 09:36:58.763752,Monsoon Offer,YouTube,25-34,Female,Hyderabad,Returning,129086,6097,1004,159,7617,228556.66,4.72,16.47,2.61,1.25,47.91,30.01,2900.61,June,6
2026-06-17 11:21:49.941988,Summer Sale,YouTube,45-54,Female,Kolkata,New,46397,1309,334,97,37311,276716.92,2.82,25.52,7.41,28.5,384.65,7.42,641.65,June,6
2026-06-17 13:06:41.120224,Product Launch,Facebook,35-44,Male,Bangalore,Returning,83302,5742,1323,262,8721,658471.83,6.89,23.04,4.56,1.52,33.29,75.5,7450.42,June,6
2026-06-17 14:51:32.298459,New Year Offer,YouTube,18-24,Female,Mumbai,New,123417,8618,2207,184,20956,483525.01,6.98,25.61,2.14,2.43,113.89,23.07,2207.33,June,6
2026-06-17 16:36:23.476695,Product Launch,Google Ads,35-44,Other,Ahmedabad,Returning,11063,568,111,20,21385,56617.69,5.13,19.54,3.52,37.65,1069.25,2.65,164.75,June,6
2026-06-17 18:21:14.654930,Summer Sale,Facebook,25-34,Female,Mumbai,Returning,85848,2944,563,45,28475,127912.64,3.43,19.12,1.53,9.67,632.78,4.49,349.21,June,6
2026-06-17 20:06:05.833166,Product Launch,Google Ads,45-54,Other,Delhi,New,76512,6493,725,175,20491,192528.42,8.49,11.17,2.7,3.16,117.09,9.4,839.58,June,6
2026-06-17 21:50:57.011402,Winter Sale,Facebook,35-44,Male,Chennai,Returning,120687,4197,1042,213,11175,174493.71,3.48,24.83,5.08,2.66,52.46,15.61,1461.46,June,6
2026-06-17 23:35:48.189637,Festival Campaign,YouTube,45-54,Female,Ahmedabad,Returning,136230,9442,1203,125,24241,278398.42,6.93,12.74,1.32,2.57,193.93,11.48,1048.46,June,6
2026-06-18 01:20:39.367873,Diwali Campaign,Google Ads,18-24,Other,Ahmedabad,Returning,145141,6467,1689,437,48295,833811.25,4.46,26.12,6.76,7.47,110.51,17.26,1626.5,June,6
2026-06-18 03:05:30.546109,New Year Offer,Google Ads,18-24,Female,Pune,Returning,138167,7256,2475,490,26655,646097.47,5.25,34.11,6.75,3.67,54.4,24.24,2323.93,June,6
2026-06-18 04:50:21.724344,Clearance Sale,Google Ads,55+,Female,Jaipur,New,24612,714,106,11,31370,24322.36,2.9,14.85,1.54,43.94,2851.82,0.78,-22.47,June,6
2026-06-18 06:35:12.902580,Festival Campaign,Facebook,55+,Female,Bangalore,New,49170,3365,398,45,40088,29474.65,6.84,11.83,1.34,11.91,890.84,0.74,-26.48,June,6
2026-06-18 08:20:04.080816,Diwali Campaign,Email,35-44,Female,Bangalore,New,75881,2301,199,51,31950,31519.06,3.03,8.65,2.22,13.89,626.47,0.99,-1.35,June,6
2026-06-18 10:04:55.259051,Product Launch,YouTube,55+,Male,Pune,New,132092,7095,1293,204,24896,282698.4,5.37,18.22,2.88,3.51,122.04,11.36,1035.52,June,6
2026-06-18 11:49:46.437287,New Year Offer,Google Ads,45-54,Other,Mumbai,Returning,125764,4975,686,178,33373,175261.75,3.96,13.79,3.58,6.71,187.49,5.25,425.16,June,6
2026-06-18 13:34:37.615523,Product Launch,Email,55+,Female,Nagpur,Returning,144842,14009,2981,284,31460,652174.8,9.67,21.28,2.03,2.25,110.77,20.73,1973.03,June,6
2026-06-18 15:19:28.793758,Winter Sale,YouTube,45-54,Other,Kolkata,Returning,130340,12825,2841,379,46436,1087750.69,9.84,22.15,2.96,3.62,122.52,23.42,2242.47,June,6
2026-06-18 17:04:19.971994,Summer Sale,YouTube,55+,Male,Nagpur,Returning,54121,4211,734,182,44361,392040.47,7.78,17.43,4.32,10.53,243.74,8.84,783.75,June,6
2026-06-18 18:49:11.150230,New Year Offer,Google Ads,55+,Other,Delhi,New,83960,8274,2337,516,22631,1102671.83,9.85,28.25,6.24,2.74,43.86,48.72,4772.4,June,6
2026-06-18 20:34:02.328465,Diwali Campaign,Google Ads,55+,Other,Bangalore,New,21990,444,143,21,14263,10846.27,2.02,32.21,4.73,32.12,679.19,0.76,-23.96,June,6
